Basics,Basics,Basics,Basics,Basics,Basics,Discoverability,Discoverability
---,Enviromental Protection Agency,---,Regulations.gov Document Search API,http://www.regulations.gov/#!developers,,,
---,Enviromental Protection Agency,---,Regulations.gov Document Information API,http://www.regulations.gov/#!developers,,https://www.regulations.gov/#!developers,
---,Enviromental Protection Agency,---,Regulations.gov Docket Information API,http://www.regulations.gov/#!developers,,,
---,Enviromental Protection Agency,---,Reusable Component REST Services,http://iaspub.epa.gov/sor_internet/registry/reusereg/searchandretrieve/search.do?executeSearch=&browseParam=assetTypeList:REST%20Web%20Service,,,
---,Enviromental Protection Agency,---,Ultraviolet Index API,http://www.epa.gov/developer/uv.html,,,
---,Enviromental Protection Agency,---,Water Quality Exchange APIs,http://cdx.epa.gov/WQXWeb/Services.asmx,,,
---,Federal Communications Commission,---,Accessibility Clearinghouse API,http://apps.fcc.gov/accessibilityclearinghouse/developers.html,,,
---,Federal Communications Commission,---,Broadband Map APIs,http://broadbandmap.gov/developer,,https://www.broadbandmap.gov/developer/,
---,Federal Communications Commission,---,Census Block Conversions,http://www.fcc.gov/developers/census-block-conversions-api,,https://www.fcc.gov/developers,
---,Federal Communications Commission,---,Content API,http://www.fcc.gov/developers/fcc-content-api,,,
---,Federal Communications Commission,---,Consumer Broadband Test,http://www.fcc.gov/developers/consumer-broadband-test-api,,,
---,Federal Communications Commission,---,Consumer Help Center API,https://www.fcc.gov/consumer-help-center-api,,,
---,Federal Communications Commission,---,Electronic Comment Filing System API,https://www.fcc.gov/ecfs/public-api-docs.html,,,
---,Federal Communications Commission,---,Form 499 Filer Database API,http://apps.fcc.gov/cgb/form499/docs/index.htm,,,
---,Federal Communications Commission,---,License View,http://www.fcc.gov/developers/license-view-api,,,
---,Federal Communications Commission,---,Low Power FM API,http://www.fcc.gov/developers/lpfm-api,,,
---,Federal Communications Commission,---,Public Inspection Files API,https://stations.fcc.gov/developer/,,,
---,Federal Communications Commission,---,Registration Number Conversions,http://www.fcc.gov/developers/frn-conversions-api,,,
---,Federal Communications Commission,---,Section 43.61 API,http://www.fcc.gov/developers/section-4361-api,,,
---,Federal Communications Commission,---,Spectrum Dashboard,http://www.fcc.gov/developers/spectrum-dashboard-api,,,
---,Federal Deposit Insurance Corporation,---,Bank Date API,https://banks.data.fdic.gov/docs/,,,
---,Federal Election Commission,---,OpenFEC API,https://api.open.fec.gov/developers/,,https://api.open.fec.gov/developers/,
---,Federal Trade Commission,---,HSR Early Termination Notices API,https://www.ftc.gov/developer/api/v0/endpoints/hsr-early-termination-notices,,https://www.ftc.gov/developer,
---,Federal Reserve,---,Federal Reserve Bank of St. Louis - FRED,http://research.stlouisfed.org/fred2,,https://api.stlouisfed.org/,
---,General Services Administration,---,Analytics.USA.gov API,https://analytics.usa.gov/developer,,https://analytics.usa.gov/developer,
---,General Services Administration,---,api.data.gov API,https://api.data.gov/developer/,,https://www.gsa.gov/developers/,
---,General Services Administration,---,Auctions,http://gsa.github.io/auctions_api,,,
---,General Services Administration,---,BusinessUSA,http://business.usa.gov/apis,,,
---,General Services Administration,---,Code.gov,https://developers.code.gov/,,https://developers.code.gov/,
---,General Services Administration,---,Corporate Consumer Contact API Documentation,http://www.usa.gov/About/developer-resources/corporation-contact-directory/index.shtml,,,
---,General Services Administration,---,Prototype City Pairs API,https://gsa.github.io/prototype-city-pairs-api-documentation/api-docs/,,,
---,General Services Administration,---,Data.gov CKAN API,http://www.data.gov/developers/apis,,https://www.data.gov/developers/,
---,General Services Administration,---,Data Center Consolidation API,https://explore.data.gov/developers/docs/federal-data-center-consolidation-initiative-fdcci-data-center-closings-2010-2013,,,
---,General Services Administration,---,Digital Registry,https://usdigitalregistry.digitalgov.gov/?__hstc=178037178.62083fad1da8e285ab785e525ccb825d.1530639896183.1540834826403.1541019618566.21&__hssc=178037178.1.1541019618566&__hsfp=793969426#swagger-api-docs,,,
---,General Services Administration,---,Digital Signature Solution API,https://gsa.github.io/DSSAPIDocumentation/api-docs/,,,
---,General Services Administration,---,FBOpen,http://18f.github.io/fbopen/,,,
---,General Services Administration,---,FedBizOpps Documentation,https://www.fbo.gov/?s=generalinfo&mode=list&tab=list&tabmode=list&static=documentation,,,
---,General Services Administration,---,Federal Agency Directory API,http://www.usa.gov/About/developer-resources/federal-agency-directory/index.shtml,,,
---,General Services Administration,---,Federal Procurement Data System - FPDS API,https://www.fpds.gov/downloads/FPDS-Specifications-WebServices_Integration_Specifications_V1.4.doc,,,
---,General Services Administration,---,Federal Procurement Data System - FAADS API,https://www.fpds.gov/downloads/FAADS/FAADS-Specifications-WebServices_Integration_Specifications_V2.doc,,,
---,General Services Administration,---,GEAR API,https://gsa.github.io/GEAR-Documentation/api-docs/console/,,,
---,General Services Administration,---,.Gov Domains API,https://explore.data.gov/developers/docs/federal-executive-agency-internet-domains,,,
---,General Services Administration,---,Go.USA.gov,http://go.usa.gov/api,,,
---,General Services Administration,---,Jobscenter,http://jobcenter.usa.gov/apis,,https://jobcenter.usa.gov/apis,
---,General Services Administration,---,Login.gov API,https://developers.login.gov/,,https://developers.login.gov/,
---,General Services Administration,---,Mobile App Gallery API,http://www.usa.gov/About/developer-resources/mobile-app-gallery/index.shtml,,,
---,General Services Administration,---,MyUSA Discovery API,http://discovery.my.usa.gov/,,,
---,General Services Administration,---,MyUSA Citizen API,My.USA.gov/developer,,https://my.usa.gov/developer/,
---,General Services Administration,---,Per Diem API,http://gsa.gov/portal/content/162379,,,
---,General Services Administration,---,Recalls API,http://search.digitalgov.gov/developer/recalls.html,,,
---,General Services Administration,---,Search.gov API,,,https://search.gov/developer/,
---,General Services Administration,---,Social Media Registry API,http://registry.usa.gov,,,
---,General Services Administration,---,Sustainable Facilities Tool API,https://sftool.gov/developers,,https://sftool.gov/developers,
---,General Services Administration,---,System for Award Management API,http://gsa.github.io/sam_api/sam/,,,
---,General Services Administration,---,USA.gov Featured Content,http://answers.usa.gov/system/egss_json.jsp?jsoncallback=,,,
---,General Services Administration,---,USAGov Platform API,https://platform-api.usa.gov/,,https://www.usa.gov/developer,
---,General Services Administration,---,USAJOBS API,http://search.digitalgov.gov/developer/jobs.html,,,
---,General Services Administration,---,USASearch,http://search.digitalgov.gov/manual/api.html,,,
---,---,General Services Administration,Performance.gov - Agencies,http://www.performance.gov/api,,,
---,---,General Services Administration,Performance.gov - Strategic Goals,http://www.performance.gov/api,,,
---,---,General Services Administration,Performance.gov - Strategic Objectives,http://www.performance.gov/api,,https://performance.gov/api,
---,---,General Services Administration,Performance.gov - Agency Priority Goals,http://www.performance.gov/api,,,
---,---,General Services Administration,Performance.gov - Performance Indicators,http://www.performance.gov/api,,,
---,---,General Services Administration,Performance.gov Permits Developers API,http://permits.performance.gov/developers-api,,https://permits.performance.gov/developers-api,
---,---,General Services Administration,USASpending.gov API,https://api.usaspending.gov/,,https://api.usaspending.gov/,
---,Government Printing Office,---,Federal Digital System API,http://api.fdsys.gov/,,https://api.fdsys.gov/,
---,Government Printing Office,---,GovInfo Link Service API,https://www.govinfo.gov/link-docs/,,,
---,Government Printing Office,---,GovInfo API,https://api.govinfo.gov,,https://www.govinfo.gov/developers,
---,International Trade Commission,---,ITC Documents,https://edis.usitc.gov/edis3-external/app,,,
---,Millenium Challenge Corporation,---,Open Data Catalog API,http://data.mcc.gov/metadata/data-api,,,
---,National Aeronautics and Space Administration,---,Astronomy Picture of the Day API,https://api.nasa.gov/api.html#apod,,https://api.nasa.gov/,
---,National Aeronautics and Space Administration,---,Coordinated Data Analysis System (CDAS) Web services,http://cdaweb.gsfc.nasa.gov/WebServices/,,,
---,National Aeronautics and Space Administration,---,Earth Observing System Clearing House,http://api.echo.nasa.gov/echo/,,,
---,National Aeronautics and Space Administration,---,Earth Science Data API,http://data9.jpl.nasa.gov/earth-science,,,
---,National Aeronautics and Space Administration,---,Global Imagery Browse Services API,https://wiki.earthdata.nasa.gov/display/GIBS/GIBS+API+for+Developers,,,
---,National Aeronautics and Space Administration,---,Heliocentric Trajectories Web Services,http://sscweb.gsfc.nasa.gov/WebServices/helio/,,,
---,National Aeronautics and Space Administration,---,NASA Data API,http://data.nasa.gov/api-info/,,,
---,National Aeronautics and Space Administration,---,Near Earth Object API,https://api.nasa.gov/api.html#NeoWS,,,
---,National Aeronautics and Space Administration,---,Satellite Situation Center API,http://sscweb.gsfc.nasa.gov/WebServices/,,,
---,National Aeronautics and Space Administration,---,SERVIR ArcGIS services,http://ags.servirlabs.net/ArcGIS/rest/services,,,
---,National Aeronautics and Space Administration,---,"Database Of Notifications, Knowledge, Information (DONKI) API",https://api.nasa.gov/api.html#DONKI,,,
---,National Aeronautics and Space Administration,---,Earth Polychromatic Imaging Camera (EPIC) API,https://api.nasa.gov/api.html#EPIC,,,
---,National Aeronautics and Space Administration,---,Earth Observatory Natural Event Tracker (EONET) API,https://api.nasa.gov/api.html#EONET,,,
---,National Aeronautics and Space Administration,---,Earth API,https://api.nasa.gov/api.html#earth,,,
---,National Aeronautics and Space Administration,---,ExoPlanet Archive API,https://api.nasa.gov/api.html#exoPlanetIntro,,,
---,National Aeronautics and Space Administration,---,GeneLab Search API,https://api.nasa.gov/api.html#genelab,,,
---,National Aeronautics and Space Administration,---,NASA Image and Video Library API,https://api.nasa.gov/api.html#Images,,,
---,National Aeronautics and Space Administration,---,Mars Rover Photos API,https://api.nasa.gov/api.html#MarsPhotos,,,
---,National Aeronautics and Space Administration,---,Satellite Situation Center API,https://api.nasa.gov/api.html#SSC,,,
---,National Aeronautics and Space Administration,---,Patents API,https://api.nasa.gov/api.html#patents,,,
---,National Aeronautics and Space Administration,---,Solar System Dynamics (SSD) and Center for Near-Earth Object Studies (CNEOS) API,https://api.nasa.gov/api.html#ssd_CNEOS,,,
---,National Aeronautics and Space Administration,---,TechPort API,https://api.nasa.gov/api.html#techport,,,
---,National Aeronautics and Space Administration,---,Vesta/Moon/Mars Trek API,https://api.nasa.gov/api.html#trek,,,
---,National Archives and Records Administration,---,Executive Orders API,https://explore.data.gov/Other/Executive-Orders-from-1994-to-2012/ps37-i6ce?,,,
---,National Archives and Records Administration,---,Federal Register API,http://www.federalregister.gov/blog/learn/developers,,https://www.federalregister.gov/blog/learn/developers,https://www.archives.gov/developers/
---,National Science Foundation,---,Application Submission Web Services,http://www.research.gov/research-portal/appmanager/base/desktop?_nfpb=true&_pageLabel=research_asws,,https://nsf.gov/developer/,
---,National Science Foundation,---,Funding Rate History API,https://explore.data.gov/developers/docs/nsf-funding-rate-history,,,
---,National Science Foundation,---,GRFP Awardees And Honorable Mentions API,https://explore.data.gov/developers/docs/nsf-grfp-awardees-and-honorable-mentions-2000-2012-,,,
---,Nuclear Regulatory Commission,---,ADAMS API,http://www.nrc.gov/developer.html,,https://www.nrc.gov/developer.html,
---,Office of Personnel Management,---,Operating Status - Current Status API,http://www.opm.gov/developer/documentation/current-status-api/,,https://www.opm.gov/developer,
---,Office of Personnel Management,---,Operating Status - Status Types API,http://www.opm.gov/developer/documentation/status-types-api/,,,
---,Office of Personnel Management,---,Operating Status - Status History API,http://www.opm.gov/developer/documentation/status-history-api/,,,
---,Office of Personnel Management,---,USAJOBS.gov API,http://data.usajobs.gov,,https://data.usajobs.gov,
---,Office of Director of National Intelligence,---,ISE.gov Content API,http://ise.gov/developers,,https://ise.gov/developers,
---,Recovery Accountability and Transparency Board,---,Recovery API,http://www.recovery.gov/FAQ/Developer/Pages/RecoveryAPI.aspx,,https://www.recovery.gov/arra/FAQ/Developer/Pages/default.aspx,
---,Recovery Accountability and Transparency Board,---,ArcGIS Map API,http://www.recovery.gov/FAQ/Developer/Pages/arcgisapi.aspx,,,
---,Small Business Administration,---,Business Licenses and Permits API,http://www.sba.gov/about-sba-services/7615,,,
---,Small Business Administration,---,Content Share API,http://www.sba.gov/content/content-share-user-documentation,,https://www.sba.gov/about-sba/sba_performance/sba_data_store/web_service_api,
---,Small Business Administration,---,Loans and Grants Search API,http://www.sba.gov/about-sba-services/7616,,,
---,Small Business Administration,---,Recommended Sites API,http://www.sba.gov/about-sba-services/7630,,,
---,Small Business Administration,---,Small Business Innovation Research - Solicitations,https://www.sbir.gov/node/735694,,https://www.sbir.gov/apis,
---,Small Business Administration,---,Small Business Innovation Research - Awards,https://www.sbir.gov/node/735694,,,
---,Small Business Administration,---,U.S. City and County Web Data API,http://www.sba.gov/about-sba-services/7617,,,
---,Small Business Administration,---,Lender Search API,http://www.sba.gov/content/lender-search-api,,,
---,Smithsonian Institute,---,American Art API,https://smithsonian.github.io/api-docs/#/SAAM,,https://smithsonian.github.io/api-docs/#/,
---,Smithsonian Institute,---,Cooper Hewitt API,https://collection.cooperhewitt.org/api/,,,
---,Social Security Administration,---,Average Wait Time Until Hearing Held Report,http://www.ssa.gov/developer/api/averWait.htm,,,
---,Social Security Administration,---,Consent Based Social Security Number Verification Service,http://www.ssa.gov/cbsv/webservice.html,,https://www.ssa.gov/developer,
---,Social Security Administration,---,Hearing Office Average Processing Time Ranking Report,http://www.ssa.gov/developer/api/hearingProcessing.htm,,,
---,Social Security Administration,---,Hearing Office Workload Data,http://www.ssa.gov/developer/api/hearingWorkload.htm,,,
---,US Courts,---,PACER API,http://www.pacer.gov/cmecf/developer/,,https://www.pacer.gov/cmecf/developer/,
---,US Postal Service,---,eCommerce APIs,https://www.usps.com/business/webtools.htm,,,
---,US Postal Service,---,Address Information APIs,https://www.usps.com/business/web-tools-apis/address-information.htm,,,
---,US Postal Service,---,Tracking & Delivery Information APIs,https://www.usps.com/business/web-tools-apis/delivery-information.htm,,,
---,US Postal Service,---,Price Calculator APIs,https://www.usps.com/business/web-tools-apis/price-calculators.htm,,,
---,US Postal Service,---,Shipping Labels API,https://www.usps.com/business/web-tools-apis/shipping-labels.htm,,,
---,US Postal Service,---,Package Pickup APIs,https://www.usps.com/business/web-tools-apis/package-pickup.htm,,,
---,US Postal Service,---,Service Standards and Commitments APIs,https://www.usps.com/business/web-tools-apis/service-standards-and-commitments.htm,,,
---,US Postal Service,---,Several,https://ribbs.usps.gov/intelligentmail_guides/documents/tech_guides/xmlspec/wsdls/wsdls.htm,,,
---,US Agency for International Development,---,GIS APIs,http://www.arcgis.com/home/group.html?owner=usaidgeocenter&title=USAID%20GeoCenter,,,
---,US Agency for International Development,---,USAID Development Credit Authority Guarantee Data: Loan Transactions,https://explore.data.gov/developers/docs/usaid-development-credit-authority-guarantee-data-loan-transactions,,https://www.usaid.gov/developer,
---,US Agency for International Development,---,USAID Development Credit Authority Guarantee Data: Utilization and Claims,https://explore.data.gov/developers/docs/usaid-development-credit-authority-guarantee-data-utilization-and-claims,,,
---,US Agency for International Development,---,U.S. Overseas Loans and Grants (Greenbook),https://explore.data.gov/developers/docs/u-s-overseas-loans-and-grants-greenbook,,,
---,US Agency for International Development,---,Development Experience Clearinghouse API,http://www.usaid.gov/developer/development-experience-clearinghouse-dec-api,,,
---,White House,Executive Office of the President,Policy Snapshots,http://www.whitehouse.gov/developers/policy-snapshots-json-feed,inactive,,
---,White House,Executive Office of the President,We The People API,https://petitions.whitehouse.gov/developers,active,https://www.whitehouse.gov/developers,
---,Federal Financial Institutions Examination Council,---,Central Data Repository API,https://cdr.ffiec.gov/public/PWS/Default.aspx,,,
---,Federal Financial Institutions Examination Council,---,Appraisal Subcommittee National Registry API,https://www.asc.gov/wsvc/ASCQuerySvc.asmx,,,
---,---,Federal Geographic Data Committee,Service Status Checker,http://registry.fgdc.gov/statuschecker/developers.php,,,
---,---,ForeignAssistance.gov,Foreign Assistance API,http://www.foreignassistance.gov/web/Developer.aspx,,https://www.foreignassistance.gov/web/Developer.aspx,
---,---,Globalchange.gov,Global Change Information System API,http://data.globalchange.gov/api_reference,,https://data.globalchange.gov/,
---,---,Integrated Taxonomic Information System,ITIS Web Services,http://www.itis.gov/ws_description.html,,https://www.itis.gov/ws_description.html,
---,---,National Information Exchange Model,NIEM Web Services API,http://reference.niem.gov/niem/specification/web-services-api/1.0/web-services-api-1.0.pdf,,https://www.niem.gov/developers,
---,---,National Missing and Unidentified Persons System,NAMUS.gov API,https://www.namus.gov/api/VehicleMakes,,,
---,Library of Congress,---,congress.gov API,,,,
